"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","y"
0.607211626759932,1.34508315563644,0.3822247247406,1.14021388206368,0.600606877228601,0.672951634131022,-1.50012307525215,0.111976910458448,-2.10888264055539,0.522740191149521,-0.320690270591802
2.03807144687366,0.556243529367014,1.46429798132995,-0.0160032810823039,-1.67910830377128,-0.970338294081113,-1.05641211056952,1.27320070482273,-0.379219682613067,0.198242753576666,-0.0287413818326295
0.343970539091508,0.863226221215135,0.716626998052777,-0.485444520184098,-0.817990111950321,0.398823148700069,-1.0130267758105,-0.842758929755524,-0.906590782303375,-1.16191210794598,-0.325188342599813
1.78949898465626,-2.00927766052404,-0.800193649912874,-0.168675811435417,-1.58804475264594,-0.526953581212483,-0.122787068534092,1.41143795825414,-0.825535255263269,1.06718972525126,-0.078471789045048
1.80714547942271,0.185224169192971,1.79458391941898,0.624066113873983,0.613683429853742,0.647105210198282,0.393223064890543,1.41775110890492,1.03897490197268,1.27450073607494,-0.0910337062151074
0.583929615193046,-1.3386769130292,-0.418010817154404,1.72828525413141,0.814256465106015,1.2562173750749,-0.0633458424984882,-0.0622725462296876,-0.253998609875826,-0.097628447385611,-1.12626463338361
-1.94243046737388,-0.391686868984501,-3.56178756217358,-1.85134739514842,0.23222551793042,-1.1815075509747,0.19907245535225,-0.649819470611061,0.346036458853902,-0.99216742496566,-2.63505098370687
1.68531430948463,-0.592171225300105,1.18708533707113,-2.10059428163902,0.675879989570616,0.351858827992318,-0.105278820329221,-0.533234388778378,1.2953809773156,0.353365173905267,-1.11385403410514
-0.398706738704251,0.936073812810172,0.321346262380711,-0.916492650586727,-0.0723579368302145,0.321024939347255,0.139480272178774,-1.76477782129086,-0.095944801834645,0.227164526421815,-0.552109662592544
1.57835628458,0.790161160136826,-0.72206333549561,-0.184276327916451,-0.811008664028853,1.50168433749067,1.72079103092034,0.507321641754323,-2.29043597046514,-0.625240952207602,-3.02394613823784
-0.220487057358021,-0.290749787682167,-0.691201941268307,-0.385768769927417,0.453839735699743,0.25420574577408,1.29594179975924,0.605893473132803,1.53111382034562,2.33022858234463,-0.168885615009878
-0.113487755355249,1.01863942759166,-1.59387261875942,0.923160159099366,1.48296886548532,-1.27799130692676,1.53765690537189,-0.910753845326405,-1.22605114300168,-0.967959203683474,-10.0581554700479
-0.792471159315835,0.538016701153545,-1.53952391175876,0.466305482361966,-0.821312268783084,-1.98297494278046,-0.72455707707478,1.30023333200597,-1.39344800254981,-0.406577536588722,-5.46097443456016
0.264529046060264,0.332016367750564,-0.947179630452043,0.97417789102425,0.931206234978268,1.69405008035594,-0.00265065390386849,2.333724983397,0.917396367752602,1.09152887681616,-0.0214621897029971
1.79405749307618,1.11115785653504,0.0137316159467123,1.21534433899516,-0.999849554306028,-0.349877074644925,-0.670020303719915,-0.302884593643239,1.80819302290566,0.63883063180369,-0.703551936652173
-0.378408948023261,0.598613570605455,0.0441391123850558,0.841415818863231,0.0243819677187142,0.87780756519271,-1.75122793395785,-1.16811621652174,-0.86796603279327,1.49813760670957,-0.0385237067346869
0.919161759829768,-0.204923199797762,-1.13712445556582,0.923307808858474,-0.967479099213216,-1.88870056350796,-0.180899786785036,1.61121591563879,-0.930345812204145,0.429512350488188,-4.38785841801584
-1.10448912010514,-1.28047182193865,2.2682510783595,-1.3854446646294,-2.21787546623431,1.58141515954568,1.09863863323602,-1.68321795455461,1.43351841504618,-0.185763015278326,-12.7135646914045
-1.00488236236174,-0.13438352977324,0.359824691513855,-0.862026623367705,1.75810188047224,0.185818710154146,-0.383543323843002,-1.56206656836614,-0.176199123755193,1.35500088180564,-0.123139457517626
1.98947084161456,-0.59743721451063,0.0394980302016741,-0.820362718884032,0.528614866167384,-0.374610177360501,-0.128608729253164,-0.622685179431919,1.459764930482,-1.46252942191014,-1.27088020359727
2.0005500348036,0.670912858046845,-0.856211666575762,0.485145758130398,-0.826862438696203,-0.696739034442689,0.166735719753151,-1.22217793400489,1.51371569418116,-0.0884930421579824,-1.18357587106312
1.11518961113467,1.42978711506733,0.837333769119508,-0.172848406654634,0.128537868418967,0.831261530785887,1.59390254898995,1.02480990763002,0.280460657272832,-0.185271846180086,-0.810339388791784
